ROW_HASH,PROPERTY_LOCATION_SK,PROPERTY_ID,ADDRESS,CITY,STATE,COUNTY,ZIP_CODE,IS_CURRENT,VALID_FROM,VALID_TO
1516907413564544895,5581787409166962132,"37-14-34th-St,-Unit-S4B,-Queens,-NY-11101","37-14 34th St, Unit S4B, Queens, NY 11101",Queens,NY,Queens,11101,True,2026-01-29,
-3266441927965954165,3327512113565822357,"9185-Rosewater-Ln,-Jacksonville,-FL-32256","9185 Rosewater Ln, Jacksonville, FL 32256",Jacksonville,FL,Duval,32256,True,2026-01-29,
-1060016679210191492,-4243568016936069858,"9510-Miriam-Ave,-Saint-Louis,-MO-63114","9510 Miriam Ave, Saint Louis, MO 63114",Saint Louis,MO,St. Louis,63114,True,2026-01-29,
-9014678021309212664,1830553604019362336,"204-N-Barry-St,-Olean,-NY-14760","204 N Barry St, Olean, NY 14760",Olean,NY,Cattaraugus,14760,True,2026-01-29,
1908290825890054172,4321285290558854043,"325-Prairie-Way-Blvd,-Apt-306,-Verona,-WI-53593","325 Prairie Way Blvd, Apt 306, Verona, WI 53593",Verona,WI,Dane,53593,True,2026-01-29,
7952725306261038861,-8023747576684894830,"2927-Peacock-St,-Hope-Mills,-NC-28348","2927 Peacock St, Hope Mills, NC 28348",Hope Mills,NC,Cumberland,28348,True,2026-01-29,
4892981982899622465,-2424547941733883255,"2130-Gale-Ave,-Long-Beach,-CA-90810","2130 Gale Ave, Long Beach, CA 90810",Long Beach,CA,Los Angeles,90810,True,2026-01-29,
6989107449839802389,-9038985704537622912,"4869-Tory-Ridge-Dr,-Colorado-Springs,-CO-80916","4869 Tory Ridge Dr, Colorado Springs, CO 80916",Colorado Springs,CO,El Paso,80916,True,2026-01-29,
-908348574376277890,5101001010383871402,"41-Exploration,-Irvine,-CA-92618","41 Exploration, Irvine, CA 92618",Irvine,CA,Orange,92618,True,2026-01-29,
-8229365722145413173,-190982835271854237,"4716-Highway,-20-SE,-Conyers,-GA-30013","4716 Highway, 20 SE, Conyers, GA 30013",Conyers,GA,Rockdale,30013,True,2026-01-29,
1256188863462629119,3396544287365985956,"1100-Ventura-St,-Kingsburg,-CA-93631","1100 Ventura St, Kingsburg, CA 93631",Kingsburg,CA,Fresno,93631,True,2026-01-29,
-5371870909019910926,4723804527155735455,"5859-Donovan-Ln,-Ellicott-City,-MD-21043","5859 Donovan Ln, Ellicott City, MD 21043",Ellicott City,MD,Howard,21043,True,2026-01-29,
-1980193427929393881,-2888297752390967224,"520-Manhasset-Rd,-Charlotte,-NC-28209","520 Manhasset Rd, Charlotte, NC 28209",Charlotte,NC,Mecklenburg,28209,True,2026-01-29,
3814202599348732829,-9150388616494911454,"4015-Woodhollow-Ln,-Pasadena,-TX-77504","4015 Woodhollow Ln, Pasadena, TX 77504",Pasadena,TX,Harris,77504,True,2026-01-29,
-58909127767641158,-4565876219100601218,"5008-Ortega-Cir-NW,-Huntsville,-AL-35810","5008 Ortega Cir NW, Huntsville, AL 35810",Huntsville,AL,Madison,35810,True,2026-01-29,
6825267321001991452,7234043742720645611,"1530-Orchard-Gate-Ln,-Westmont,-IL-60559","1530 Orchard Gate Ln, Westmont, IL 60559",Westmont,IL,Dupage,60559,True,2026-01-29,
3308467279169311696,1008700644522977055,"208-Wayfair-Ln,-Franklin-Lakes,-NJ-07417","208 Wayfair Ln, Franklin Lakes, NJ 07417",Franklin Lakes,NJ,Bergen,07417,True,2026-01-29,
-2489712847427719515,-9163592327984673419,"901-Loretto-Ave,-Louisville,-KY-40211","901 Loretto Ave, Louisville, KY 40211",Louisville,KY,Jefferson,40211,True,2026-01-29,
2220151471331858771,-6097398232661702290,"282-Rosedale-Blvd,-Buffalo,-NY-14226","282 Rosedale Blvd, Buffalo, NY 14226",Buffalo,NY,Erie,14226,True,2026-01-29,
-7327277538217101461,1850400109811851938,"16641-S-45th-St,-Phoenix,-AZ-85048","16641 S 45th St, Phoenix, AZ 85048",Phoenix,AZ,Maricopa,85048,True,2026-01-29,
7684459161828974604,-6294024416060189079,"2902-Augusta-Rd,-Warrenville,-SC-29851","2902 Augusta Rd, Warrenville, SC 29851",Warrenville,SC,Aiken,29851,True,2026-01-29,
-7547297878994229074,-8427578486220872975,"2920-Clay-St,-Newport-Beach,-CA-92663","2920 Clay St, Newport Beach, CA 92663",Newport Beach,CA,Orange,92663,True,2026-01-29,
979927014384687267,-8311994461850963417,"24-Bridle-Ln,-Hicksville,-NY-11801","24 Bridle Ln, Hicksville, NY 11801",Hicksville,NY,Nassau,11801,True,2026-01-29,
-1990605900888971401,-5166034613483594937,"2930-E-450-N,-Unit-F20,-Saint-George,-UT-84790","2930 E 450 N, Unit F20, Saint George, UT 84790",Saint George,UT,Washington,84790,True,2026-01-29,
-5351622946091528054,863046825909908213,"31-Braddock-Ln,-Palm-Coast,-FL-32137","31 Braddock Ln, Palm Coast, FL 32137",Palm Coast,FL,Flagler,32137,True,2026-01-29,
-5193374826808123109,480050607859548320,"1354-S-St-NW,-Unit-1A,-Washington,-DC-20009","1354 S St NW, Unit 1A, Washington, DC 20009",Washington,DC,District of Columbia,20009,True,2026-01-29,
-5335095413790162897,-2815691105995354247,"7641-Leesburg-Pike,-Falls-Church,-VA-22043","7641 Leesburg Pike, Falls Church, VA 22043",Falls Church,VA,Fairfax,22043,True,2026-01-29,
-4940556247421081368,-3335059066539848958,"2932-37-1-2-Ave-S,-Fargo,-ND-58104","2932 37 1/2 Ave S, Fargo, ND 58104",Fargo,ND,Cass,58104,True,2026-01-29,
-8541158561533152073,-1502709651884576886,"800-Falcon-Dr,---20302,-Absecon,-NJ-08201","800 Falcon Dr, # 20302, Absecon, NJ 08201",Absecon,NJ,Atlantic,08201,True,2026-01-29,
-7346428090548520083,8594080987486650205,"9200-Randal-Park-Blvd,---27-6126,-Orlando,-FL-32832","9200 Randal Park Blvd, # 27-6126, Orlando, FL 32832",Orlando,FL,Orange,32832,True,2026-01-29,
-6115456700276186291,5744147608869804023,"2900-Pennsylvania-Dr,-Denton,-TX-76205","2900 Pennsylvania Dr, Denton, TX 76205",Denton,TX,Denton,76205,True,2026-01-29,
-4433844927421452666,-2645955268817349300,"PO-Box-223062,-West-Palm-Beach,-FL-33422","PO Box 223062, West Palm Beach, FL 33422",West Palm Beach,FL,Palm Beach,33422,True,2026-01-29,
-4231911536331706924,8212666344130723292,"Wildflower-Dr,-Lot-19,-Unionville,-MO-63565","Wildflower Dr, Lot 19, Unionville, MO 63565",Unionville,MO,Putnam,63565,True,2026-01-29,
7873764230705440520,3941616708803218578,"2835-W-Ave,-30,-Los-Angeles,-CA-90065","2835 W Ave, 30, Los Angeles, CA 90065",Los Angeles,CA,Los Angeles,90065,True,2026-01-29,
2719645881920116967,-6041480591007196540,"610-Stonewall-Dr,-Charleston,-WV-25302","610 Stonewall Dr, Charleston, WV 25302",Charleston,WV,Kanawha,25302,True,2026-01-29,
-1526228071646452561,-3240902265767413345,"1977-Vista-Lakes-Dr,-Fleming-Island,-FL-32003","1977 Vista Lakes Dr, Fleming Island, FL 32003",Fleming Island,FL,Clay,32003,True,2026-01-29,
-1213241334662714545,6918520234672202797,"4704-Sw-Scholls-Ferry-Rd,-Portland,-OR-97225","4704 Sw Scholls Ferry Rd, Portland, OR 97225",Portland,OR,Washington,97225,True,2026-01-29,
-5706880384606256661,-5941578394048830768,"11-Rachels-Way,-Unit-11,-Scituate,-MA-02066","11 Rachels Way, Unit 11, Scituate, MA 02066",Scituate,MA,Plymouth,02066,True,2026-01-29,
-3207951012129565832,-8217075257122051934,"51-Bonnie-Heights-Dr,-Hudson,-NH-03051","51 Bonnie Heights Dr, Hudson, NH 03051",Hudson,NH,Hillsborough,03051,True,2026-01-29,
6676899897526721144,-4087436693946020179,"3108-Musket-Ridge-Dr,-Columbus,-OH-43223","3108 Musket Ridge Dr, Columbus, OH 43223",Columbus,OH,Franklin,43223,True,2026-01-29,
6902559661434115705,-208975750999440042,"3710-Roxbury-Ln,-Alexandria,-VA-22309","3710 Roxbury Ln, Alexandria, VA 22309",Alexandria,VA,Fairfax,22309,True,2026-01-29,
-5820569361270801314,2526303707594260102,"1801-Broadway-St,-Indianapolis,-IN-46202","1801 Broadway St, Indianapolis, IN 46202",Indianapolis,IN,Marion,46202,True,2026-01-29,
-3840681791820812159,4792420374582840471,"3455-W-Red-Bird-Ct,-Tucson,-AZ-85745","3455 W Red Bird Ct, Tucson, AZ 85745",Tucson,AZ,Pima,85745,True,2026-01-29,
-5141670219694252925,-7920343092333871694,"2101-Shepard-Rd,-Normal,-IL-61761","2101 Shepard Rd, Normal, IL 61761",Normal,IL,McLean,61761,True,2026-01-29,
927957190370873296,-1337656894652534206,"600-N-High-St,-Longview,-TX-75601","600 N High St, Longview, TX 75601",Longview,TX,Gregg,75601,True,2026-01-29,
-5695980727632655627,749803920950808055,"4949-Rendon-Rd,-Fort-Worth,-TX-76140","4949 Rendon Rd, Fort Worth, TX 76140",Fort Worth,TX,Tarrant,76140,True,2026-01-29,
-1222052103541635051,-2288068942798336915,"1844-Wakefield-Dr,-Akron,-OH-44320","1844 Wakefield Dr, Akron, OH 44320",Akron,OH,Summit,44320,True,2026-01-29,
-1124289929733364004,-5045540426179492672,"16465-Henderson-Pass,-Apt-1614,-San-Antonio,-TX-78232","16465 Henderson Pass, Apt 1614, San Antonio, TX 78232",San Antonio,TX,Bexar,78232,True,2026-01-29,
-3295825450120883783,2943625824163950718,"25-Malling-Dr,-Rochester,-NY-14621","25 Malling Dr, Rochester, NY 14621",Rochester,NY,Monroe,14621,True,2026-01-29,
5364632382860052043,3854362336300311854,"429-Allen-St,-Jamestown,-NY-14701","429 Allen St, Jamestown, NY 14701",Jamestown,NY,Chautauqua,14701,True,2026-01-29,
8282372528898654811,1919194920105118594,"603-Hamilton-Pl,-Glen-Burnie,-MD-21061","603 Hamilton Pl, Glen Burnie, MD 21061",Glen Burnie,MD,Anne Arundel,21061,True,2026-01-29,
-7277945555952160178,7429769487472271661,"12121-Magnolia-St,-Garden-Grove,-CA-92841","12121 Magnolia St, Garden Grove, CA 92841",Garden Grove,CA,Orange,92841,True,2026-01-29,
3834302071384220097,8877063200473812057,"37-Estate-Dr,-Hampton,-VA-23666","37 Estate Dr, Hampton, VA 23666",Hampton,VA,Hampton City,23666,True,2026-01-29,
4775466530344146400,-2815899213890024271,"1502-Benton-Blvd,-Apt-10206,-Savannah,-GA-31407","1502 Benton Blvd, Apt 10206, Savannah, GA 31407",Savannah,GA,Chatham,31407,True,2026-01-29,
7906429528731007365,-5018639663480265091,"30-West-St,-Apt-9B,-New-York,-NY-10004","30 West St, Apt 9B, New York, NY 10004",New York,NY,New York,10004,True,2026-01-29,
-4003284905797098759,-7048851150624210065,"15-Harrison-Ave,-Apt-5,-Platteville,-WI-53818","15 Harrison Ave, Apt 5, Platteville, WI 53818",Platteville,WI,Grant,53818,True,2026-01-29,
-9116757300374489803,-4677134042339861116,"42-Park-Plaza-Dr,-Daly-City,-CA-94015","42 Park Plaza Dr, Daly City, CA 94015",Daly City,CA,San Mateo,94015,True,2026-01-29,
-5081131092794859714,-376976123155292552,"181-Sun-Isle-Cir,-Treasure-Island,-FL-33706","181 Sun Isle Cir, Treasure Island, FL 33706",Treasure Island,FL,Pinellas,33706,True,2026-01-29,
-9048009979183662266,-3653636597878076244,"335-Frost-Dr,-Williams-Bay,-WI-53191","335 Frost Dr, Williams Bay, WI 53191",Williams Bay,WI,Walworth,53191,True,2026-01-29,
2582473743463394094,-6842686006922801625,"2010-S-Main-St,-Apt-202,-Seattle,-WA-98144","2010 S Main St, Apt 202, Seattle, WA 98144",Seattle,WA,King,98144,True,2026-01-29,
-3188678694859561880,2557574931314783496,"12801-Palm-Dr,-Largo,-FL-33774","12801 Palm Dr, Largo, FL 33774",Largo,FL,Pinellas,33774,True,2026-01-29,
9072051894433754533,7094716175827635400,"2126-Gambier-Dr,-Pomona,-CA-91766","2126 Gambier Dr, Pomona, CA 91766",Pomona,CA,Los Angeles,91766,True,2026-01-29,
-3553502339861271273,5067198495713360050,"231-E-Burbank-Blvd,-Apt-107,-Burbank,-CA-91502","231 E Burbank Blvd, Apt 107, Burbank, CA 91502",Burbank,CA,Los Angeles,91502,True,2026-01-29,
-6073692234714766901,8822444231953421619,"75-Brook-St,-Ste-3,-Scarsdale,-NY-10583","75 Brook St, Ste 3, Scarsdale, NY 10583",Scarsdale,NY,Westchester,10583,True,2026-01-29,
1206787071488613364,7118564752022101366,"271-Guinevere-Dr,-Palm-Bay,-FL-32908","271 Guinevere Dr, Palm Bay, FL 32908",Palm Bay,FL,Brevard,32908,True,2026-01-29,
8255323623306331335,8746259452815118075,"2657-Lenox-Rd-NE,-Apt-212,-Atlanta,-GA-30324","2657 Lenox Rd NE, Apt 212, Atlanta, GA 30324",Atlanta,GA,Fulton,30324,True,2026-01-29,
-3083213849556718226,1895792208824712029,"3274-S-Linden-Rd,-Flint,-MI-48507","3274 S Linden Rd, Flint, MI 48507",Flint,MI,Genesee,48507,True,2026-01-29,
467064363474981933,8153018114020553221,"10633-Shear-St,-Pensacola,-FL-32534","10633 Shear St, Pensacola, FL 32534",Pensacola,FL,Escambia,32534,True,2026-01-29,
8855386596801658012,-3538047735953427025,"1330-W-Dill-Rd,-Dewitt,-MI-48820","1330 W Dill Rd, Dewitt, MI 48820",Dewitt,MI,Clinton,48820,True,2026-01-29,
-9108508294324030025,5535215798334527309,"7506-Tangle-Bend-Dr,-Gibsonton,-FL-33534","7506 Tangle Bend Dr, Gibsonton, FL 33534",Gibsonton,FL,Hillsborough,33534,True,2026-01-29,
2284882848569347253,1184572050791039824,"2182-12th-Ave,-San-Francisco,-CA-94116","2182 12th Ave, San Francisco, CA 94116",San Francisco,CA,San Francisco,94116,True,2026-01-29,
-6446363124131755644,-1671975593480985654,"22589-El-Centro-Rd,-Apple-Valley,-CA-92307","22589 El Centro Rd, Apple Valley, CA 92307",Apple Valley,CA,San Bernardino,92307,True,2026-01-29,
1173460409250932832,-3960217031328879311,"119-Fancher-Ave,-Buffalo,-NY-14223","119 Fancher Ave, Buffalo, NY 14223",Buffalo,NY,Erie,14223,True,2026-01-29,
1593048723735734767,2981546006228703957,"72-Woodlawn-Ave,-Jersey-City,-NJ-07305","72 Woodlawn Ave, Jersey City, NJ 07305",Jersey City,NJ,Hudson,07305,True,2026-01-29,
4858400324621793819,-140084239163663374,"5151-S-Willow-Dr,-Apt-114,-Houston,-TX-77035","5151 S Willow Dr, Apt 114, Houston, TX 77035",Houston,TX,Harris,77035,True,2026-01-29,
-8065669280051050350,-7913230387518594779,"2300-Gilmerton-Rd,-Chesapeake,-VA-23323","2300 Gilmerton Rd, Chesapeake, VA 23323",Chesapeake,VA,Chesapeake City,23323,True,2026-01-29,
-1221417880892065269,1281614775272558791,"808-Chenowith-St,-Umatilla,-OR-97882","808 Chenowith St, Umatilla, OR 97882",Umatilla,OR,Umatilla,97882,True,2026-01-29,
-3295335547273954397,7102020113236546379,"730-Van-Buren-St-NW,-Washington,-DC-20012","730 Van Buren St NW, Washington, DC 20012",Washington,DC,District Of Columbia,20012,True,2026-01-29,
1905160807249412240,-6160320469338928995,"355-Barbera-Dr,-Davenport,-FL-33897","355 Barbera Dr, Davenport, FL 33897",Davenport,FL,Polk,33897,True,2026-01-29,
5231099791494584608,1567298959578688657,"14062-La-Salle-Ct,-Fontana,-CA-92336","14062 La Salle Ct, Fontana, CA 92336",Fontana,CA,San Bernardino,92336,True,2026-01-29,
4914633584078392666,4628930879274979750,"2373-Bitterroot-Pl,-Highlands-Ranch,-CO-80129","2373 Bitterroot Pl, Highlands Ranch, CO 80129",Highlands Ranch,CO,Douglas,80129,True,2026-01-29,
-7862893616112458138,1261550574530689702,"203-Blade-St,-Warwick,-RI-02886","203 Blade St, Warwick, RI 02886",Warwick,RI,Kent,02886,True,2026-01-29,
6721843720744702738,847148178684592470,"4180-N-Gregorio-Cir,-Tucson,-AZ-85705","4180 N Gregorio Cir, Tucson, AZ 85705",Tucson,AZ,Pima,85705,True,2026-01-29,
3045001776287941763,-4150805256183299084,"9117-Meadowmist-Ln,-Huntersville,-NC-28078","9117 Meadowmist Ln, Huntersville, NC 28078",Huntersville,NC,Mecklenburg,28078,True,2026-01-29,
7467343618066758725,921287472325459837,"3936-Stone-Gate-Dr,-Apt-C,-Suitland,-MD-20746","3936 Stone Gate Dr, Apt C, Suitland, MD 20746",Suitland,MD,Prince George's,20746,True,2026-01-29,
80878675105737636,-1828658033136905080,"9111B-Giles-Farm-Rd,-Mechanicsville,-VA-23116","9111B Giles Farm Rd, Mechanicsville, VA 23116",Mechanicsville,VA,Hanover,23116,True,2026-01-29,
-6563711179079156995,-4848399375839231261,"3520-Garrott-St,-Apt-6,-Houston,-TX-77006","3520 Garrott St, Apt 6, Houston, TX 77006",Houston,TX,Harris,77006,True,2026-01-29,
2846044205112070367,-2388919718471748675,"149-7th-Ave,---1,-Hawthorne,-NJ-07506","149 7th Ave, # 1, Hawthorne, NJ 07506",Hawthorne,NJ,Passaic,07506,True,2026-01-29,
2199990994824547020,-1956011644228979399,"7015A-Dorey-Ln,-Waxhaw,-NC-28173","7015A Dorey Ln, Waxhaw, NC 28173",Waxhaw,NC,Union,28173,True,2026-01-29,
667024574983826829,-8311246999427122634,"1316-Mainsail-Dr,-Unit-1015,-Naples,-FL-34114","1316 Mainsail Dr, Unit 1015, Naples, FL 34114",Naples,FL,Collier,34114,True,2026-01-29,
-6776441476309068375,-231040238798104572,"15-Brightstone-Cir,-Unit-14,-Sandown,-NH-03873","15 Brightstone Cir, Unit 14, Sandown, NH 03873",Sandown,NH,Rockingham,03873,True,2026-01-29,
4228889318142839065,7995754918139024984,"3731-Rockaway-St,-Fort-Collins,-CO-80526","3731 Rockaway St, Fort Collins, CO 80526",Fort Collins,CO,Larimer,80526,True,2026-01-29,
6166512395414326265,1008061909837315157,"1921-Alvarado-Ave,-Walnut-Creek,-CA-94597","1921 Alvarado Ave, Walnut Creek, CA 94597",Walnut Creek,CA,Contra Costa,94597,True,2026-01-29,
4696800121801518449,5278182360539105741,"811-W-61st-Ave,-Merrillville,-IN-46410","811 W 61st Ave, Merrillville, IN 46410",Merrillville,IN,Lake,46410,True,2026-01-29,
-7130932012034652323,-3070209384269929721,"7309-Nw-120th-St,-Oklahoma-City,-OK-73162","7309 Nw 120th St, Oklahoma City, OK 73162",Oklahoma City,OK,Oklahoma,73162,True,2026-01-29,
9042616815459427303,3351108140871123038,"564-Martinez-Dr,-La-Habra,-CA-90631","564 Martinez Dr, La Habra, CA 90631",La Habra,CA,Orange,90631,True,2026-01-29,
506226399292532414,-5561035876040688839,"3031-S-74th-St,-Philadelphia,-PA-19153","3031 S 74th St, Philadelphia, PA 19153",Philadelphia,PA,Philadelphia,19153,True,2026-01-29,
7268066729846096695,8544907365383593852,"8475-Oakwood-Ave-NE,-Elk-River,-MN-55330","8475 Oakwood Ave NE, Elk River, MN 55330",Elk River,MN,Wright,55330,True,2026-01-29,
-3023347614794950359,-2368074738402436479,"70-W-Bond-St,-Astoria,-OR-97103","70 W Bond St, Astoria, OR 97103",Astoria,OR,Clatsop,97103,True,2026-01-29,
-4725794281391754145,8554320169843805666,"1045-W-Cornelia-Ave,-Apt-402,-Chicago,-IL-60657","1045 W Cornelia Ave, Apt 402, Chicago, IL 60657",Chicago,IL,Cook,60657,True,2026-01-29,
-8258320985758108147,1211155782522233127,"25-Somerset-Terrace-Ct,-Saint-Louis,-MO-63136","25 Somerset Terrace Ct, Saint Louis, MO 63136",Saint Louis,MO,St. Louis,63136,True,2026-01-29,
6664892414611855460,-6234827850570498785,"915-Willow-Cir,-Dakota-Dunes,-SD-57049","915 Willow Cir, Dakota Dunes, SD 57049",Dakota Dunes,SD,Union,57049,True,2026-01-29,
-1454300178897954954,5748097110512231973,"3234-Royal-Rd,-Janesville,-WI-53546","3234 Royal Rd, Janesville, WI 53546",Janesville,WI,Rock,53546,True,2026-01-29,
